date,tag,run_id,phase,prompt_id,category,error_class,http_status,timestamp,terminal,stop_phase,message
2026-07-11,media-exp-2026-07-11,run_20260711_204146,video,v001,product-video,server_busy,500,2026-07-11T20:41:46+08:00,False,True,"Agnes HTTP 500: {""code"": ""publish_video_queue_failed"", ""message"": ""context deadline exceeded"", ""data"": null}"
2026-07-11,media-exp-2026-07-11,run_20260711_204146,image,i0060,architecture,server_busy,503,2026-07-11T23:03:00+08:00,False,True,"Agnes HTTP 503: {""error"": {""message"": ""***.ServiceUnavailableError: ServiceUnavailableError: OpenAIException - Error code: 503 - {'detail': 'Service busy (id: req_2d650f6fef174d008b93dd9c585a85fc)'}"", ""type"": ""upstream_error"", ""param"": """", ""code"": ""503""}}"
2026-07-12,media-exp-2026-07-12,run_20260712_175037,image,i0146,marketing,server_busy,503,2026-07-13T00:15:28+08:00,False,True,"Agnes HTTP 503: {""error"": {""message"": ""***.ServiceUnavailableError: ServiceUnavailableError: OpenAIException - Error code: 503 - {'detail': 'Service busy (id: req_b9db4ad9118b4f488f6c1bf34e9c8b44)'}"", ""type"": ""upstream_error"", ""param"": """", ""code"": ""503""}}"
2026-07-13,media-exp-2026-07-13,run_20260713_220443,video,v002,marketing-video,transient_or_duplicate,408,2026-07-13T22:10:16+08:00,False,False,Agnes HTTP 408: video polling timeout after 300.0s for video_id=task_SMbFJAPOCyPteNlL5giD8PeCLY62rcCE
2026-07-13,media-exp-2026-07-13,run_20260713_220443,image,i0004,product,server_busy,503,2026-07-13T22:22:40+08:00,False,True,"Agnes HTTP 503: {""error"": {""message"": ""system memory overloaded"", ""type"": ""AgnesAI_error"", ""param"": """", ""code"": ""system_memory_overloaded""}}"
2026-07-17,media-exp-2026-07-17,run_20260717_102749,video,v005,sci-fi-video,transient_or_duplicate,408,2026-07-17T10:49:15+08:00,False,False,Agnes HTTP 408: video polling timeout after 300.0s for video_id=task_eNA1fsuLCFMMUF7MRFJD8viWwFOzkTgB
2026-07-17,media-exp-2026-07-17,run_20260717_102749,image,i0008,product,server_busy,503,2026-07-17T11:14:51+08:00,False,True,"Agnes HTTP 503: {""error"": {""message"": ""***.ServiceUnavailableError: ServiceUnavailableError: OpenAIException - Error code: 503 - {'detail': 'Service busy (id: req_cd75b6271b944a3d9f14150cbb7a79ae)'}"", ""type"": ""upstream_error"", ""param"": """", ""code"": ""503""}}"
2026-07-20,media-exp-2026-07-20,run_20260720_085337,video,v005,sci-fi-video,transient_or_duplicate,408,2026-07-20T09:39:55+08:00,False,False,Agnes HTTP 408: video polling timeout after 300.0s for video_id=task_Dif5fEIHfvrPqEOwYBgxHslbN7M09lir
2026-07-20,media-exp-2026-07-20,run_20260720_085337,image,i0002,product,server_busy,503,2026-07-20T09:47:31+08:00,False,True,"Agnes HTTP 503: {""error"": {""message"": ""***.ServiceUnavailableError: ServiceUnavailableError: OpenAIException - Error code: 503 - {'detail': 'Service busy (id: req_de1b3775bd1044f192e890a7139f177c)'}"", ""type"": ""upstream_error"", ""param"": """", ""code"": ""503""}}"
2026-07-21,media-exp-2026-07-21,run_20260721_084259,video,v005,sci-fi-video,transient_or_duplicate,408,2026-07-21T09:03:29+08:00,False,False,Agnes HTTP 408: video polling timeout after 300.0s for video_id=task_0OR7ruqyS5TsWhABuIl7oiLLlmwwsgJf
2026-07-21,media-exp-2026-07-21,run_20260721_084259,image,i0004,product,server_busy,502,2026-07-21T09:19:36+08:00,False,True,"Agnes HTTP 502 retry_after=60: {""text"": ""<!DOCTYPE html>\n<!--[if lt IE 7]> <html class=\""no-js ie6 oldie\"" lang=\""en-US\""> <![endif]-->\n<!--[if IE 7]>    <html class=\""no-js ie7 oldie\"" lang=\""en-US\""> <![endif]-->\n<!--[if IE 8]>    <html class=\""no-js ie8 oldie\"" lang=\""en-US\""> <![endif]-->\n<!--[if gt IE 8]><!--> <html class=\""no-js\"" lang=\""en-US\""> <!--<![endif]-->\n<head>\n\n<title>agnes-ai.com | 502: Bad gateway</title>\n<meta charset=\""UTF-8\"" />\n<meta http-equiv=\""Content-Type\"" content=\""text/html; charset=UTF-8\"" />\n<meta http-equiv=\""X-UA-Compatible\"" content=\""IE=Edge\"" />\n<meta name=\""robots\"" content=\""noindex, nofollow\"" />\n<meta name=\""viewport\"" content=\""width=device-width,initial-scale=1\"" />\n<link rel=\""stylesheet\"" id=\""cf_styles-css\"" href=\""/cdn-cgi/styles/main.css\"" />\n</head>\n<body>\n<div id=\""cf-wrapper\"">\n    <div id=\""cf-error-details\"" class=\""p-0\"">\n        <header class=\""mx-auto pt-10 lg:pt-6 lg:px-8 w-240 lg:w-full mb-8\"">\n            <h1 "
2026-07-22,media-exp-2026-07-22,run_20260722_104330,image,i0002,product,server_busy,503,2026-07-22T11:27:00+08:00,False,True,"Agnes HTTP 503: {""error"": {""message"": ""***.ServiceUnavailableError: ServiceUnavailableError: OpenAIException - Error code: 503 - {'detail': 'Service busy (id: req_7be42422841b4ad995aca6915a7f2823)'}"", ""type"": ""upstream_error"", ""param"": """", ""code"": ""503""}}"
2026-07-23,media-exp-2026-07-23,run_20260723_090303,video,v003,nature,server_busy,503,2026-07-23T09:16:06+08:00,False,True,"Agnes HTTP 503: {""code"": ""video_queue_full"", ""message"": ""video queue is full, please retry later"", ""data"": null}"
2026-07-23,media-exp-2026-07-23,run_20260723_090303,image,i0001,product,server_busy,503,2026-07-23T09:16:12+08:00,False,True,"Agnes HTTP 503: {""error"": {""message"": ""***.ServiceUnavailableError: ServiceUnavailableError: OpenAIException - Error code: 503 - {'detail': 'Service busy (id: req_257521991e8842778e7a4a41d0598582)'}"", ""type"": ""upstream_error"", ""param"": """", ""code"": ""503""}}"
2026-07-27,media-exp-2026-07-27,run_20260727_103816,video,v001,product-video,server_busy,503,2026-07-27T10:38:16+08:00,False,True,"Agnes HTTP 503: {""code"": ""video_queue_full"", ""message"": ""video queue is full, please retry later"", ""data"": null}"
2026-07-27,media-exp-2026-07-27,run_20260727_103816,image,i0001,product,server_busy,503,2026-07-27T10:38:17+08:00,False,True,"Agnes HTTP 503: {""error"": {""message"": ""***.ServiceUnavailableError: ServiceUnavailableError: OpenAIException - Error code: 503 - {'detail': 'Service busy (id: req_00a44079eb004a3289e4aac7f8007928)'}"", ""type"": ""upstream_error"", ""param"": """", ""code"": ""503""}}"
2026-07-28,media-exp-2026-07-28,run_20260728_083739,video,v005,sci-fi-video,transient_or_duplicate,408,2026-07-28T09:01:48+08:00,False,False,Agnes HTTP 408: video polling timeout after 300.0s for video_id=task_NxwOkshuYhS3tKhIpH3G6tGMGO5lHaxZ
2026-07-28,media-exp-2026-07-28,run_20260728_083739,image,i0307,music,server_busy,503,2026-07-28T21:32:15+08:00,False,True,"Agnes HTTP 503: {""error"": {""message"": ""***.ServiceUnavailableError: ServiceUnavailableError: OpenAIException - Error code: 503 - {'detail': 'Service busy (id: req_7904d654fc4f4efaaf516063fdedf371)'}"", ""type"": ""upstream_error"", ""param"": """", ""code"": ""503""}}"
2026-07-29,media-exp-2026-07-29,run_20260729_123054,image,i0114,ecommerce,server_busy,503,2026-07-29T18:10:39+08:00,False,True,"Agnes HTTP 503: {""error"": {""message"": ""***.ServiceUnavailableError: ServiceUnavailableError: OpenAIException - Error code: 503 - {'detail': 'Service busy (id: req_39aa9c0ba7c84dde8af501f943b1001a)'}"", ""type"": ""upstream_error"", ""param"": """", ""code"": ""503""}}"
2026-07-30,media-exp-2026-07-30,run_20260730_093754,image,i0010,product,server_busy,503,2026-07-30T10:45:19+08:00,False,True,"Agnes HTTP 503: {""error"": {""message"": ""***.ServiceUnavailableError: ServiceUnavailableError: OpenAIException - Error code: 503 - {'detail': 'Service busy (id: req_8010554ce64e40f8bf3f0ddd516beabc)'}"", ""type"": ""upstream_error"", ""param"": """", ""code"": ""503""}}"
2026-07-31,media-exp-2026-07-31,run_20260731_113040,image,i0005,product,server_busy,520,2026-07-31T12:25:29+08:00,False,True,"Agnes HTTP 520 retry_after=60: {""text"": ""<!DOCTYPE html>\n<!--[if lt IE 7]> <html class=\""no-js ie6 oldie\"" lang=\""en-US\""> <![endif]-->\n<!--[if IE 7]>    <html class=\""no-js ie7 oldie\"" lang=\""en-US\""> <![endif]-->\n<!--[if IE 8]>    <html class=\""no-js ie8 oldie\"" lang=\""en-US\""> <![endif]-->\n<!--[if gt IE 8]><!--> <html class=\""no-js\"" lang=\""en-US\""> <!--<![endif]-->\n<head>\n\n<title>agnes-ai.com | 520: Web server is returning an unknown error</title>\n<meta charset=\""UTF-8\"" />\n<meta http-equiv=\""Content-Type\"" content=\""text/html; charset=UTF-8\"" />\n<meta http-equiv=\""X-UA-Compatible\"" content=\""IE=Edge\"" />\n<meta name=\""robots\"" content=\""noindex, nofollow\"" />\n<meta name=\""viewport\"" content=\""width=device-width,initial-scale=1\"" />\n<link rel=\""stylesheet\"" id=\""cf_styles-css\"" href=\""/cdn-cgi/styles/main.css\"" />\n</head>\n<body>\n<div id=\""cf-wrapper\"">\n    <div id=\""cf-error-details\"" class=\""p-0\"">\n        <header class=\""mx-auto pt-10 lg:pt-6 lg:px-8 w-240 lg:w-f"
2026-08-03,media-exp-2026-08-03,run_20260803_084658,image,i0063,ui-app-assets,server_busy,503,2026-08-03T12:18:48+08:00,False,True,"Agnes HTTP 503: {""error"": {""message"": ""***.ServiceUnavailableError: ServiceUnavailableError: OpenAIException - Error code: 503 - {'detail': 'Service busy (id: req_fa58f6e3c3764d67ac0a5c9fcbd529dc)'}"", ""type"": ""upstream_error"", ""param"": """", ""code"": ""503""}}"
